Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
7524;563491065-04;Mariana Miranda Schineider;F;06/02/63;100;119;A;4;11;1.134;142;67;0
7525;473731441-28;Joaquim N. Rodrigues;M;03/09/72;100;119;C;16;11;8.236;174;82;0
7526;963467763-04;Eufrásia Reis Moura;F;21/08/70;100;119;A;8;9;1.169;165;80;0
7527;127758919-42;Elizabeth R. Novelli;F;23/10/61;100;119;A;4;9;1.043;157;84;0
7528;854052258-60;Clotilde Lourenço Mancini;F;22/03/65;100;119;E;16;14;3.446;157;68;0
7529;069767515-72;Juliana Leal Zainne;F;22/01/77;100;119;C;16;5;6.870;140;61;1
7530;930902418-62;João C. Campos;M;09/12/56;100;119;A;8;13;1.171;169;76;1
7531;852422064-38;Oscar Sá Duarte;M;23/03/68;100;119;D;12;11;5.968;191;77;0
7532;906452934-58;Felipe Soares Castro;M;01/04/71;100;119;D;14;14;5.502;202;77;1
7533;810997221-79;Débora Souza;F;03/08/73;100;119;A;9;7;1.120;165;70;0
7534;224187745-03;Eleno W. Mesquita;Masc.;21/11/73;100;119;B;12;7;2.205;174;90;1
7535;703227326-20;Doralice A. Queiroga;F;29/07/68;100;119;A;8;10;1.202;148;65;1
7536;449859348-01;Luciana Pinheiro Zainne;F;05/06/61;100;119;D;14;20;4.534;169;68;0
7537;514582248-05;Sebastião Duarte Gonçalves;M;15/02/76;100;120;C;17;3;5.775;172;66;1
7538;350054864-45;Rodrigo Rodrigues;M;10/03/66;100;120;A;4;10;1.081;166;105;1
7539;829738588-44;Élida C. Gruginsky;F;30/06/68;100;120;A;5;11;1.075;173;66;0
7540;007748640-44;Laércio M. Trentti;M;15/06/78;100;120;C;17;3;8.072;164;72;1
7541;689406711-20;Manuel Pontes;M;15/10/66;100;120;D;13;17;5.693;185;86;0
7542;291344216-10;Marcos Moura;M;11/10/67;100;120;C;16;6;9.359;175;81;0
7543;119741890-31;Otílio Duarte;M;16/09/62;100;120;B;12;16;2.211;175;93;1
7544;060923793-41;Eva Macieira Machado;F;18/05/75;100;120;A;4;12;1.146;156;57;0
7545;132228797-02;Abigail G. Barbosa;F;25/01/62;100;120;B;12;8;2.313;164;71;1
7546;747896258-00;Marília N. Angelini;F;04/12/47;100;120;A;5;28;1.153;156;86;1
7547;817295580-46;Oscar L. Queiroga;M;01/09/59;100;120;C;17;17;10.152;172;75;1
7548;104188689-64;Romário L. Gatty;M;11/12/51;100;120;A;5;16;1.110;161;107;1
7549;272903851-52;Kátia Bayochi Aramizoni;F;17/12/62;100;120;A;4;8;1.010;145;67;0
7550;877481200-99;Miguel F. Melo;M;05/01/68;100;120;A;4;10;1.092;162;79;0
7551;863900553-23;Gertrudes Lourenço Camargo;F;15/01/46;100;120;C;16;15;7.732;169;69;0
7552;900032291-06;Cristina L. Marques;F;29/12/72;100;120;C;16;6;8.277;164;63;0
7553;358542431-72;Dirceu W. Lourenço;M;25/08/49;100;120;D;13;16;6.105;186;77;0
7554;493445482-93;Joaquim Soares Cunha;M;30/07/67;100;120;D;12;0;4.770;187;86;0
7555;364140402-91;Neide Queiroga Werneck;F;09/08/60;100;120;A;5;14;1.086;154;77;1
7556;473431604-00;Regina S. Lima;F;23/04/75;100;120;A;4;11;1.065;153;76;0
7557;455798120-86;Letícia V. Heckmann;F;15/09/74;100;120;C;16;9;7.341;158;69;1
7558;694139384-07;Gino Camargo Queiroga;M;29/12/67;100;120;B;12;15;2.342;174;86;0
7559;864544452-67;Roberta L. Mancini;F;16/01/76;100;120;A;5;11;1.021;150;73;0
7560;365407225-91;Mariane Cunha Aguiar;F;24/10/57;100;120;A;4;21;1.181;162;78;0
7561;739105169-12;Nilo P. Pinheiro;M;28/08/59;100;120;D;12;20;6.475;181;81;0
7562;311351983-73;Ofélia Martins Longhini;F;30/05/62;100;120;B;14;18;2.406;158;75;1
7563;672931661-68;Guilherme Gatty Fozxy;M;29/06/60;100;120;B;12;8;2.120;178;75;1
7564;657989767-85;Betânia M. Camargo;F;07/06/68;100;120;A;4;16;1.186;158;69;0
7565;234464652-35;Eliane Souza;F;27/02/82;100;120;A;4;8;1.098;159;57;0
7566;588051786-16;Joaquim Martins;M;21/08/83;100;120;D;12;0;4.736;192;75;0
7567;342928513-52;Getúlio M. Santos;M;18/10/63;100;120;A;6;10;1.063;160;87;1
7568;746114301-89;Fábio Seixas;M;11/01/65;100;120;D;12;12;6.360;197;83;0
7569;224918541-71;Vânia O. Furkin;F;17/01/60;100;120;A;4;14;1.168;156;69;0
7570;272114120-11;Clarice N. Araújo;F;06/03/73;100;120;A;4;10;1.120;164;78;1
7571;817413751-34;Francisco R. Fozxy;M;29/06/64;100;120;A;4;13;1.091;177;86;0
7572;553127796-28;Zélia Seixas Rigoni;F;07/08/65;100;120;D;12;0;5.733;176;65;0
7573;339753184-57;Ricardo Nogueira Nakano;M;02/02/73;100;120;D;12;0;4.931;191;86;1
7574;164333067-56;Simone H. Pinto;F;21/10/63;100;120;A;4;9;1.093;154;71;1
7575;627548034-32;Otília A. Haddad;F;23/02/62;100;120;C;19;15;7.663;158;77;0
7576;313029409-02;Simone A. Loureiro;F;08/07/62;100;120;B;12;12;2.325;149;61;1
7577;098148395-07;Clarice R. Weltsel;F;16/05/66;100;120;A;4;18;1.128;162;79;0
7578;409675406-40;Amaro N. Werneck;M;21/05/65;100;120;B;12;10;2.092;163;71;0
7579;502212827-69;Janaina B. Sasaky;F;25/01/66;100;120;D;12;14;5.310;174;63;0
7580;391510601-16;Pedro Oliveira Macieira;M;22/02/65;100;120;B;15;13;2.188;180;81;1
7581;077018970-97;Gino M. Trentti;M;30/04/78;100;120;D;15;3;4.942;183;79;1
7582;535431210-81;Cleide L. Sá;F;07/06/58;100;120;C;16;15;7.716;159;55;0
7583;584527047-20;Marcelo Pinto Maia;M;28/04/79;100;120;B;13;8;2.262;167;64;0
7584;603356883-49;Glória Mendes Moraes;F;20/04/72;100;120;A;5;10;1.197;146;75;0
7585;858802347-46;Priscila A. Guimarães;F;13/04/83;100;120;C;16;2;7.720;163;60;0
7586;706706588-71;Luiz Warwasky;M;09/03/70;100;120;C;16;7;6.844;181;76;0
7587;897285272-41;Fabiano M. Medeiros;M;05/09/74;100;120;D;12;12;5.578;185;88;1
7588;028975035-05;Olívia C. Nakano;Fem.;02/03/72;100;120;B;12;11;2.302;158;74;1
7589;695001262-49;Kátia G. Haddad;F;08/04/59;100;120;B;13;15;2.251;163;70;1
7590;827454183-94;Alexandre G. Nakano;M;09/04/69;100;120;A;4;12;1.164;162;94;1
7591;950775381-82;Berenice Cordeiro Mancini Souza;F;31/07/54;100;120;E;16;11;3.469;152;58;1
7592;626050788-76;Patrícia M. Pereira;F;22/11/82;100;120;C;16;3;7.711;146;52;0
7593;636092676-82;Valter Alves;M;20/09/74;100;120;D;12;4;4.916;193;79;0
7594;379677143-26;Gilberto U. Gatty;M;22/12/65;100;120;A;4;0;1.007;189;96;0
7595;584713260-35;Berenice S. Barros;F;30/01/72;100;120;C;16;7;7.906;169;52;0
7596;975896840-82;Eufrásio S. Nascimento;M;15/06/76;100;120;A;4;8;1.112;157;75;1
7597;295710024-02;Hugo S. Gruginsky;M;29/03/63;100;120;D;12;20;6.590;183;80;1
7598;016121418-54;Felipe B. Bayochi;M;22/04/64;100;120;C;16;16;7.923;180;73;0
7599;998300669-32;Teutônio Vieira Gouveia;M;10/02/52;100;120;B;12;13;2.235;162;77;0
7600;629238377-62;Abílio Coutinho;M;20/08/71;100;120;C;16;13;7.199;167;79;1
7601;477605644-57;Monalisa Sá;F;15/04/62;100;120;C;20;14;8.053;164;67;0
7602;305392006-97;Fabiana Nogueira Leite;F;05/02/67;100;120;B;12;10;2.245;159;75;1
7603;727938784-56;Dirce Loureiro Iawata;F;13/09/55;100;120;C;16;16;6.825;153;51;0
7604;753427530-07;Vera Gonçalves;F;14/07/65;100;120;A;4;15;1.178;169;79;0
7605;187364691-73;Marco Campos Maia;Masc.;07/07/71;100;120;D;12;6;5.159;191;81;1
7606;567054917-10;Anna L. Soares;F;21/09/63;100;120;A;4;12;1.172;157;75;0
7607;955086746-32;Elza Cunha;F;26/10/71;100;120;A;4;11;1.083;167;86;1
7608;031232996-27;Gervásio Barbosa Vieira;M;28/06/61;100;120;B;14;20;2.424;181;90;0
7609;755088901-57;Pedro R. Longhini;M;01/11/66;100;120;A;6;11;1.086;176;93;1
7610;060845620-94;Tatiana A. Werneck;F;16/04/61;100;120;A;5;21;1.246;151;70;0
7611;199042845-20;Lúcia R. Lemos;F;24/04/81;100;120;E;19;8;3.430;155;73;0
7612;739261863-64;Neide Iawata Queiroga;F;20/12/74;100;120;A;4;10;1.186;172;79;0
7613;402605438-10;Juvenal C. Holtz;M;11/04/62;100;120;B;14;21;2.430;178;69;1
7614;694503944-74;Giovana Pinheiro Holtz;F;03/02/71;100;120;A;5;10;1.098;168;65;0
7615;715809832-00;Luis M. Haddad;M;03/10/58;100;120;C;16;10;9.141;166;65;0
7616;454944321-90;Fabiano Pinto Kalil;M;24/01/63;100;120;D;12;18;5.113;179;77;1
7617;757763638-02;Regina N. Pinheiro;F;04/02/71;100;120;B;12;8;2.106;155;78;1
7618;192646233-53;Ricardo Gouveia Moraes;Masc.;05/09/69;100;120;C;18;5;9.054;175;73;1
7619;079801343-54;Pedro Cunha Novelli;M;15/05/75;100;120;A;4;10;1.123;174;90;1
7620;233813275-00;Alberto R. Novelli;Masc.;14/12/56;100;120;A;5;20;1.280;164;93;1
7621;604450089-62;Fábia R. Loureiro;F;16/09/74;100;120;D;14;10;5.583;175;66;0
7622;897273049-15;Heleno Duarte Queiroga;M;09/03/78;100;120;A;8;9;1.024;168;88;0
7623;439720531-00;Oscar Marques;M;29/07/78;100;120;C;16;8;6.459;164;76;0
7624;089878111-66;Carla A. Maia;F;18/02/77;100;120;A;5;10;1.079;143;68;0
7625;419437756-72;Ricardo M. Gatty;M;02/05/74;100;120;B;12;5;2.023;173;54;1
7626;;Romário Oliveira;M;16/11/69;100;120;D;12;5;6.360;192;87;1
7627;875402507-98;Dirceu N. Torelli;M;25/07/70;100;120;B;12;15;2.300;189;101;1
7628;308255823-26;Laércio L. Fonseca;M;17/12/72;100;120;C;17;11;8.545;169;80;1
7629;881865620-10;Dirceu Castro Mota;M;02/01/64;100;120;D;12;8;4.133;190;92;1
7630;765739332-73;Miguel Gouveia Saldanha;M;12/09/68;100;120;B;12;6;1.905;158;82;0
7631;627054443-27;Heráclito Machado;M;09/12/73;100;120;D;13;5;6.145;179;80;1
7632;486309578-32;Vânia C. Loureiro;F;29/11/69;100;121;A;4;8;1.113;170;79;0
7633;621623794-22;Élida Lemos;F;16/08/76;100;121;B;13;9;2.140;154;61;1
7634;032413803-27;Cristiano S. Warwasky;M;22/04/78;100;121;B;12;6;2.134;171;69;1
7635;328369225-40;Felipe C. Aramizoni;M;29/05/61;100;121;A;7;17;1.081;174;97;0
7636;757035075-88;Silvana Aroeira Rodrigues;F;23/05/60;100;121;D;12;21;6.744;171;68;0
7637;725857535-90;Sebastião Andrade;M;28/01/61;100;121;A;4;18;1.108;179;72;0
7638;511553234-40;Karla M. Toguchi;F;22/12/70;100;121;B;13;14;2.189;159;72;1
7639;221416385-93;Eleno A. Holtz;Masc.;30/11/72;100;121;A;4;8;1.030;159;75;0
7640;630008415-98;Gervásio M. Ledesma;M;03/02/80;100;121;B;12;5;2.174;180;76;0
7641;636536117-33;Eliane Gomes;F;04/05/71;100;121;B;12;7;2.201;165;60;0
7642;308972800-16;Teresa Arantes Macieira;F;21/12/63;100;121;B;12;15;2.496;166;77;0
7643;465622135-09;Fábio Bezerra;M;25/10/78;100;121;D;12;4;4.613;195;87;0
7644;111633222-10;Diógenes C. Fozxy;M;05/01/60;100;121;D;14;10;5.680;190;76;1
7645;410298170-57;Dorotéia Barbosa;F;03/02/79;100;121;A;4;10;1.219;161;54;0
7646;581610739-96;Dirceu Souza Aroeira;M;26/04/77;100;121;D;14;3;4.258;210;96;1
7647;672461483-02;Élida Costa Novaes;F;23/10/43;100;121;A;4;14;1.139;161;76;1
7648;372865706-92;Lúcia S. Warwasky;F;19/01/69;100;121;C;17;14;6.935;145;53;1
7649;963508269-06;Aurélio B. Weltsel;M;25/07/60;100;121;C;18;18;7.615;173;60;1
7650;026520454-23;Eleno Q. Leal;M;28/03/60;100;121;D;12;15;5.909;204;100;0
7651;921825075-23;Jairo Pontes;M;17/04/82;100;121;D;12;4;5.052;200;79;1
7652;474166638-73;Carina Costa;F;20/08/71;100;121;B;13;10;2.146;167;76;0
7653;170117647-55;Madalena R. Mancini;F;21/07/70;100;121;C;16;6;6.264;151;56;0
7654;031696540-55;Lomanto L. Zarin;M;31/10/61;100;121;D;12;18;6.170;171;74;1
7655;523565035-28;Viviane M. Warwasky;F;24/04/65;100;121;B;12;15;2.052;160;64;1
7656;234259310-40;Priscilla Barbosa Torelli;F;08/10/68;100;121;C;18;16;8.304;171;71;1
7657;480182887-63;Lourdes Castro Seixas;F;07/12/57;100;121;B;12;23;2.508;160;53;0
7658;723319685-00;Heitor Aguiar Morita;M;14/02/67;100;121;D;12;16;6.180;193;86;0
7659;540870264-26;Fabrício R. Zarin;M;07/03/67;100;121;B;12;0;1.999;177;89;1
7660;339016115-50;Élida Arantes Warwasky;F;13/07/64;100;121;B;14;13;2.360;155;65;1
7661;151246323-05;Herval Moraes Silva;Masc.;03/07/68;100;121;D;12;8;6.270;198;79;0
7662;964201730-00;Marlene M. Gatty;F;17/09/68;100;121;E;16;15;3.306;166;70;1
7663;488868262-30;Marlene Mesquita;F;17/01/71;100;121;B;12;7;2.068;170;58;0
7664;266878921-42;Fabiano Marques;Masc.;04/04/57;100;121;C;18;18;8.313;169;95;0
7665;304730019-42;Almir Aroeira;M;02/01/83;100;121;B;12;0;1.969;171;74;1
7666;119832312-40;Antonia L. Teixeira;F;16/07/70;100;121;A;4;9;1.144;156;82;0
7667;723754816-66;Marlene P. Schineider;F;26/02/63;100;121;A;4;14;1.215;163;71;1
7668;654608030-39;Ivo Vieira;M;07/06/65;100;121;C;16;14;9.157;179;91;0
7669;319065474-32;Dolores Teixeira Mancini;F;23/10/59;100;121;C;16;20;7.782;160;65;0
7670;453491543-89;Tatiana Novaes Heckmann;F;23/03/54;100;121;C;16;0;6.427;167;74;0
7671;380168971-93;Melissa N. Yamamoto;F;15/10/62;100;121;A;4;16;1.217;161;75;0
7672;292570364-05;Viviane Gomes Warwasky;F;11/11/65;100;121;C;16;14;8.661;162;62;1
7673;194569208-10;Leonardo P. Barbosa;Masc.;18/11/66;100;121;D;12;13;5.529;194;89;0
7674;281024888-59;João Pereira;Masc.;02/03/69;100;121;C;16;8;7.789;153;69;0
7675;374566978-92;Carmen Trentti Lourenço;F;23/09/63;100;121;C;17;7;7.537;168;90;1
7676;853427098-81;Heráclito Alves Pinto;M;24/11/66;100;121;A;5;7;1.053;178;93;1
7677;886839915-63;Reinaldo G. Ferraz;M;21/04/59;100;121;A;5;21;1.202;189;113;1
7678;951625923-58;Nívea L. Barros;F;25/11/78;100;121;C;16;8;6.542;165;58;0
7679;198856447-68;Márcia M. Rigoni;F;08/11/79;100;121;B;16;3;2.182;157;61;0
7680;625791340-34;Eva F. Holtz;F;10/05/62;100;121;C;16;14;8.423;161;71;0
7681;126801949-69;Eustáquio M. Kalil;M;02/01/83;100;121;A;5;0;996;174;84;0
7682;769564418-88;Otília Arantes;F;05/05/76;100;121;A;7;0;941;158;80;0
7683;011271274-62;Renata Gonçalves;Fem.;08/06/76;100;121;E;18;9;3.142;151;69;0
7684;050000022-02;Silvana Barbosa Heckmann;F;30/04/74;100;121;B;12;9;2.136;163;65;0
7685;912307944-41;Samuel T. Moraes;M;19/08/52;100;121;D;12;11;5.773;176;80;0
7686;628388132-77;Karla M. Werneck;F;21/11/72;100;121;A;4;9;1.052;157;77;1
7687;202583414-40;Izabel Moraes Gatty;F;28/08/65;100;121;B;12;14;2.109;156;59;0
7688;339283184-03;Ofélia Ferraz Rigoni;F;13/12/69;100;121;B;14;0;2.094;163;70;0
7689;520927704-62;Renato R. Pereira;M;20/02/69;100;121;D;13;6;5.558;189;82;0
7690;336713129-63;Tereza Aguiar Pitanga;F;03/04/66;100;121;C;20;17;10.092;156;73;0
7691;509758398-58;Neyde Pinto Holtz;F;01/12/54;100;121;A;4;18;1.205;170;90;1
7692;665234557-93;Giovana Maia Toguchi;F;20/08/60;100;121;A;4;13;1.146;149;86;1
7693;925740218-51;Eufrásia L. Cunha;F;06/02/60;100;121;A;4;13;1.166;157;84;0
7694;850045052-50;Rui M. Longhini;M;11/12/63;100;121;A;4;14;1.137;180;99;0
7695;740709167-68;Aurélio Martins;M;23/10/67;100;121;A;4;8;1.088;171;85;0
7696;524874967-03;Eliane Sampaio Mendes;F;24/09/72;100;121;A;4;0;1.048;154;56;0
7697;439461205-55;Eliane C. Ledesma;F;29/11/67;100;121;A;4;0;986;155;80;0
7698;030367144-05;Eva Sá Santana;Fem.;17/10/77;100;121;B;12;3;2.272;157;67;0
7699;232608423-30;Luis Castro;Masc.;24/05/52;100;121;A;4;24;1.246;162;62;1
7700;228372998-04;Heráclito N. Warwasky;Masc.;02/04/77;100;121;A;4;5;1.038;174;81;0
7701;906902987-14;Getúlio A. Machado;M;28/11/69;100;121;D;12;0;5.489;180;77;1
7702;446524157-70;Dagoberto N. Ledesma;M;24/11/60;100;121;D;12;15;4.634;184;88;0
7703;352606664-70;Clotilde Soares Mesquita;F;29/07/75;100;121;B;13;0;2.154;164;61;0
7704;214205896-52;Marcondes Almeida;Masc.;10/12/74;100;121;E;16;6;3.250;175;79;0
7705;647818946-58;Isabela Yamamoto;F;23/10/75;100;121;B;13;11;2.200;157;59;1
7706;055124679-05;Amélia N. Sasaky;F;02/12/64;100;121;D;12;16;5.430;173;68;0
7707;072090674-18;Alberto A. Zainne;M;02/09/65;100;121;D;15;11;5.196;182;86;1
7708;293760692-00;Roberta Sá Gomes;F;03/11/64;100;121;A;4;9;1.135;163;78;0
7709;004408661-03;Isabel Arantes;Fem.;13/12/56;100;121;A;4;17;1.154;161;62;0
7710;026937656-92;Samuel Novaes Morbick;M;29/09/70;100;121;D;12;5;4.095;193;87;0
7711;808559056-54;Otília Leite;F;22/11/71;100;121;C;16;11;7.775;161;56;1
7712;825998439-36;Antonia Mota;F;12/08/65;100;121;A;5;18;1.134;156;72;1
7713;762952111-19;Cleide Medeiros;F;04/07/60;100;121;A;5;20;1.218;168;66;0
7714;038015879-59;Marcondes G. Morbick;M;21/10/64;100;121;C;16;10;8.239;171;70;1
7715;841435066-61;Eliana M. Souza;F;07/11/66;100;121;A;4;11;1.101;165;72;1
7716;499957015-70;Lomanto P. Verdinn;M;07/01/68;100;121;A;4;10;1.171;182;77;1
7717;451582471-61;Rogério Almeida Nakano;M;22/01/53;100;121;C;17;24;8.648;164;73;1
7718;548914533-11;Rodrigo G. Pereira;M;11/06/75;100;121;A;4;8;1.062;157;66;1
7719;681224603-48;Florinda A. Zarin;F;22/06/81;100;121;B;12;2;1.846;160;63;0
7720;789950297-73;Gertrudes L. Angelini;F;19/11/57;100;121;E;19;16;3.565;158;64;0
7721;865026507-32;Marina Lopes Aguiar;F;07/06/66;100;121;A;4;7;998;176;71;0
7722;526636508-03;Lourdes Aroeira;F;16/07/83;100;121;E;16;3;2.945;162;66;1
7723;157014914-39;Amaro A. Heckmann;Masc.;24/11/65;100;122;A;5;7;1.071;172;96;0
7724;826174458-28;Élida Almeida Saldanha;F;05/09/66;100;122;E;16;9;3.202;164;66;0
7725;134485192-43;Ana M. Bayochi;F;28/01/80;100;122;C;17;8;7.920;165;45;1
7726;094300840-97;Izabel L. Trentti;F;04/11/78;100;122;A;4;2;1.051;163;70;0
7727;293945408-65;Viviane Vieira Coutinho;F;11/03/65;100;122;C;16;11;7.806;171;68;0
7728;749192322-41;Juscelino R. Faraggi;M;27/06/67;100;122;C;16;10;7.600;196;90;1
7729;760828167-73;Juvenal Heckmann;M;30/11/68;100;122;A;4;11;1.116;168;71;0
7730;211109018-28;Giovanna Pinheiro Ledesma;F;11/11/44;100;122;B;12;29;2.360;160;60;1
7731;346072862-06;Carla Aguiar;F;15/10/75;100;122;A;4;3;1.052;158;71;1
7732;247086849-16;Cristiano Reis Schineider;Masc.;16/08/68;100;122;C;16;14;9.271;175;62;0
7733;074498401-70;Dora Araújo;F;31/01/67;100;122;C;19;11;7.423;171;68;0
7734;075466821-50;Luciano B. Toguchi;M;22/10/67;100;122;D;13;14;5.155;191;96;0
7735;932583352-22;Manoel R. Sá;M;30/06/71;100;122;D;12;8;5.966;165;70;0
7736;060253071-72;Kátia M. Coutinho;F;25/05/70;100;122;B;12;10;2.231;160;77;1
7737;402072002-97;Esmeralda Pontes;F;08/10/58;100;122;B;16;23;2.506;165;76;1
7738;143847667-18;Nívea Nascimento Leal;F;20/05/63;100;122;B;12;9;2.312;150;70;1
7739;596539980-48;Maria Zarin Ferraz;F;17/05/78;100;122;E;16;7;2.957;155;52;0
7740;994560278-05;Olívia Costa;F;17/12/62;100;122;A;4;12;1.144;170;88;0
7741;808273727-10;Renata L. Zarin;F;15/06/63;100;122;E;16;20;3.403;160;74;1
7742;705390450-47;Marcílio L. Fonseca;M;29/01/62;100;122;B;12;21;2.357;186;93;1
7743;062161027-53;Priscila M. Arantes;F;07/09/57;100;122;C;16;24;8.876;165;73;0
7744;108911427-38;Betânia Saldanha Iawata;F;29/07/71;100;122;B;16;11;1.917;164;66;1
7745;261647937-00;Francisco Lemos;Masc.;29/10/57;100;122;D;12;15;5.938;184;88;0
7746;101711870-16;Regina Mendes;F;23/02/80;100;122;C;16;7;6.122;155;63;0
7747;074105800-62;Petrônio M. Sasaky;M;17/05/65;100;122;A;4;19;1.233;171;86;1
7748;080522023-29;Fernanda M. Torelli;F;27/03/79;100;122;C;16;5;5.355;157;45;0
7749;798006379-15;Marisa Guimarães Rigoni;F;22/10/72;100;122;A;9;10;1.099;147;70;0
7750;773044603-00;Geraldo Lourenço Camargo;M;04/11/85;100;122;D;12;2;4.507;198;75;0
7751;284339609-38;Rogério Mancini Holtz;Masc.;17/05/71;100;122;C;16;13;8.139;165;77;1
7752;677352090-88;Juvenal Lima;M;20/05/73;100;122;C;16;13;8.856;168;73;0
7753;217539691-66;Valter M. Warwasky;Masc.;27/08/58;100;122;A;4;23;1.207;179;86;1
7754;522824541-38;Lúcio Rosa Pereira;M;24/05/62;100;122;B;12;19;2.310;189;83;0
7755;418143136-30;Francisco L. Rosa;M;19/06/75;100;122;A;4;8;1.175;180;80;1
7756;941183998-30;Élida Silva Fozxy;F;01/05/68;100;122;A;4;9;1.075;149;72;0
7757;275847631-20;Florinda Nogueira;F;12/12/65;100;122;A;7;0;993;144;71;1
7758;730040231-30;Eufrásio Coutinho Lourenço;M;07/02/68;100;122;C;16;6;6.988;171;78;0
7759;516689387-58;Josué Moraes;M;13/09/63;100;122;A;4;13;1.244;168;92;1
7760;570541799-35;Giovana A. Trentti;F;17/02/77;100;122;C;16;5;7.281;163;67;1
7761;402416372-87;Samuel Barbosa Pinto;M;24/06/60;100;122;D;14;17;5.517;171;82;0
7762;611426309-00;Zuleica Marques Sasaky;F;19/08/55;100;122;A;6;11;1.061;154;83;0
7763;175110716-78;Jairo L. Nakano;Masc.;03/12/68;100;122;A;4;12;1.059;178;83;1
7764;910979822-62;Paula R. Schineider;F;05/05/56;100;122;D;12;25;6.044;194;74;0
7765;360280993-50;Abigail Campos Almeida;F;19/04/71;100;122;A;6;11;1.065;162;65;0
7766;313787845-45;Ivone L. Kalil;F;02/09/68;100;122;A;7;15;1.177;163;64;0
7767;681510310-26;Victor C. Haddad;M;31/05/88;100;122;D;12;1;5.314;180;74;1
7768;511005479-75;Madalena Fonseca;F;16/11/66;100;122;A;4;9;1.150;169;75;0
7769;300997202-48;Manoel M. Weltsel;M;06/04/62;100;122;A;5;13;1.251;169;92;0
7770;703722800-13;Anna T. Faraggi;F;25/06/66;100;122;A;4;13;1.122;167;69;0
7771;484882263-73;Oscar Araújo Macieira;M;12/01/65;100;122;A;5;12;1.054;170;87;0
7772;428423167-70;Izabel Almeida;F;15/01/65;100;122;B;12;15;2.166;164;55;0
7773;804217132-32;Jânio Gouveia Torelli;M;21/09/67;100;122;A;4;8;1.109;180;94;0
7774;046256021-06;Paula Medeiros;Fem.;13/09/74;100;122;D;12;7;5.515;182;70;0
7775;486122317-28;Priscila Maia;F;12/04/58;100;122;B;12;22;2.211;155;60;0
7776;391036002-54;Marciano T. Rodrigues;M;25/09/55;100;122;C;16;13;7.937;162;76;1
7777;245902747-87;Mirtes Campos;F;22/07/77;100;122;B;12;5;2.046;160;61;1
7778;845139158-38;Marli A. Verdinn;F;10/08/57;100;122;A;7;21;1.209;145;73;0
7779;393909483-80;Samuel D. Trentti;M;10/09/60;100;122;D;12;13;4.942;187;80;1
7780;513010999-61;Ricardo Camargo Mancini;M;12/07/74;100;122;B;12;12;2.289;167;74;1
7781;578709846-39;Giovanna N. Angelini;F;02/06/83;100;122;E;16;0;3.713;158;74;1
7782;800974798-02;Carina R. Yamamoto;F;29/11/67;100;122;A;4;10;1.172;169;71;0
7783;803668523-02;Carina Teixeira;F;26/02/76;100;122;C;21;4;7.093;162;57;0
7784;217708106-84;Zuleica Nogueira Queiroga;F;26/11/69;100;122;B;12;12;2.367;147;69;1
7785;962689741-40;Marcos Aroeira Leite;M;01/01/61;100;122;A;6;11;1.100;173;92;1
7786;769045055-59;Márcia Fonseca Torelli;F;19/10/73;100;122;B;12;7;2.136;163;78;0
7787;079514023-11;Rita Bezerra Morita;F;01/10/63;100;122;D;12;17;6.388;181;63;0
7788;690762893-79;Mirtes C. Aguiar;F;13/11/68;100;122;C;16;10;8.415;165;66;1
7789;076806285-30;Eva P. Saldanha;F;06/03/63;100;122;E;18;11;3.220;159;79;1
7790;018957219-11;Giovanna R. Oliveira;Fem.;26/01/71;100;122;B;12;11;2.368;170;72;1
7791;845792895-36;Renata Barros;F;11/06/61;100;122;B;12;21;2.442;172;70;1
7792;131076516-21;Berenice Aguiar;F;14/08/54;100;122;D;12;21;5.383;171;75;0
7793;272325631-67;Donizeti V. Bayochi;Masc.;22/08/57;100;122;D;12;16;5.859;190;85;1
7794;579006503-18;Renata Macieira;F;06/12/74;100;122;C;16;10;7.348;159;66;0
7795;323401918-58;Priscilla C. Iawata;F;21/11/58;100;122;C;21;11;8.020;158;66;1
7796;656315847-19;Luis A. Yamamoto;M;07/01/64;100;122;D;15;0;4.876;181;92;1
7797;250760646-08;Germano M. Pinto;Masc.;06/06/60;100;122;A;5;14;1.243;179;75;0
7798;283369489-02;Kátia Z. Fonseca;F;31/12/63;100;122;A;4;13;1.184;161;67;1
7799;217676109-04;Ênio B. Iawata;Masc.;16/10/69;100;122;C;16;7;8.150;172;99;0
7800;140118774-92;Geraldo F. Coutinho;Masc.;25/05/59;100;122;C;16;19;9.322;165;82;1
7801;338187414-41;Laércio Mesquita;M;14/08/60;100;122;A;6;19;1.221;150;73;1
7802;777316142-98;Letícia Pinheiro Oliveira;F;06/11/75;100;122;B;12;8;2.242;172;83;0
7803;067112351-34;Diógenes Pitanga Rosa;M;09/05/68;100;122;E;16;11;3.197;158;92;1
7804;725802980-02;Manoel Almeida;M;26/11/73;100;122;C;16;9;7.808;175;74;1
7805;597473790-31;Otília Reis;F;21/08/63;100;122;A;5;10;1.104;171;80;1
7806;393893266-05;Dirce Melo Vieira;F;10/01/63;100;122;A;4;13;1.126;156;78;1
7807;361962561-14;Renata Vieira;F;24/11/64;100;122;C;16;17;9.473;159;56;0
